time pitch RMS intensity loudness no speaking laughingAndSpeaking smallLaugh bigLaugh
10.20 133.475 0.000182 18.546 1.623 1 0 0 0 0
10.24 133.635 0.000179 18.222 1.606 1 0 0 0 0
10.28 133.795 0.000167 19.429 1.602 1 0 0 0 0
10.32 133.955 0.000172 19.819 1.601 1 0 0 0 0
10.36 134.115 0.000184 18.906 1.600 1 0 0 0 0
10.40 134.275 0.000173 17.710 1.600 1 0 0 0 0
10.44 134.435 0.000152 16.382 1.600 1 0 0 0 0
10.48 134.595 0.000133 16.902 1.600 1 0 0 0 0
10.52 134.755 0.000116 16.212 1.600 1 0 0 0 0
10.56 134.916 0.000121 17.464 1.601 1 0 0 0 0
10.60 135.076 0.000264 21.237 1.601 1 0 0 0 0
10.64 135.236 0.000140 15.038 1.600 1 0 0 0 0
10.68 135.396 0.000124 15.257 1.600 1 0 0 0 0
10.72 135.556 0.000106 15.206 1.601 1 0 0 0 0
10.76 135.716 0.000139 18.287 1.601 1 0 0 0 0
10.80 135.876 0.000227 19.122 1.600 1 0 0 0 0
10.84 136.036 0.000111 14.815 1.601 1 0 0 0 0
10.88 136.196 0.000124 16.345 1.600 1 0 0 0 0
10.92 136.357 0.000125 18.215 1.602 1 0 0 0 0
10.96 136.517 0.000185 20.743 1.600 1 0 0 0 0
11.00 136.677 0.000155 17.460 1.600 1 0 0 0 0
11.04 136.837 0.000132 16.019 1.600 1 0 0 0 0
11.08 136.997 0.000152 16.905 1.600 1 0 0 0 0
11.12 137.157 0.000141 16.547 1.600 1 0 0 0 0
11.16 137.317 0.000182 18.517 1.601 1 0 0 0 0
11.20 137.477 0.000137 15.946 1.600 1 0 0 0 0
11.24 137.637 0.000139 15.036 1.600 1 0 0 0 0
11.28 137.797 0.000150 18.528 1.601 1 0 0 0 0
11.32 137.958 0.000197 15.294 1.600 1 0 0 0 0
11.36 138.118 0.000107 15.249 1.600 1 0 0 0 0
11.40 138.278 0.000135 16.752 1.600 1 0 0 0 0
11.44 138.438 0.000129 17.201 1.600 1 0 0 0 0
11.48 138.598 0.000113 15.011 1.600 1 0 0 0 0
11.52 138.758 0.000119 16.602 1.600 1 0 0 0 0
11.56 138.918 0.000162 19.674 1.600 1 0 0 0 0
11.60 139.078 0.000215 20.726 1.600 1 0 0 0 0
11.64 139.238 0.000257 24.519 1.600 1 0 0 0 0
11.68 139.399 0.000257 25.231 1.694 1 0 0 0 0
11.72 139.559 0.000630 31.856 1.984 1 0 0 0 0
11.76 139.719 0.000601 28.827 2.252 1 0 0 0 0
11.80 139.879 0.000407 25.482 2.417 1 0 0 0 0
11.84 140.039 0.000587 28.028 2.509 1 0 0 0 0
11.88 140.199 0.000371 24.914 2.481 1 0 0 0 0
